english	translation	category	sub_category	source
Looks like part of something.	Looks like part of something。	examine	item	Dark totem base
A dark power emanates from this totem.	this totemからの dark power emanatesだ。	examine	item	Dark totem
An ancient helmet of King Raedwald Indanorf. First discovered by Pikachu Yip.	こだいの かぶと の おうさま. に.	examine	item	Helm of raedwald
Stark and full of vigour.	Stark and full of vigour。	examine	item	Clue hunter garb
Warm leather gloves lined with wolf fur.	あたたかい かわ てぶくろ と おおかみ.	examine	item	Clue hunter gloves
A promising pair of trousers.	trousersの promising pairだ。	examine	item	Clue hunter trousers
Warm leather boots lined with wolf fur.	あたたかい かわ と おおかみ.	examine	item	Clue hunter boots
Winter is coming.	ふゆが くる。	examine	item	Clue hunter cloak
A helm to celebrate the summer solstice.	helm to celebrate the summer solsticeだ。	examine	item	Hornwood helm
It smells like it's been where the sun doesn't shine.	It smells like it's been where the sun doesn't shine。	examine	item	Jar of darkness
A pack containing 100 buckets of compost.	compostの pack containing 100 bucketsだ。	examine	item	Compost pack
A dragonstone amulet with an unlimited supply of magic charges.	ドラゴンストーン おまもり と の.	examine	item	Amulet of eternal glory
An extremely deep sense of suffering burns within this powerful ring.	の もやす ならす.	examine	item	Ring of suffering (i)
This nest seems to have some old paper inside.	いにしえのもの。	examine	item	Clue nest (easy)
A smokey evil embodies this beautiful amulet.	あく おまもり.	examine	item	Occult necklace (or)
A defensive weapon trimmed with gold.	いにしえのもの。	examine	item	Dragon defender (t)
Tracking down clues all over the world.	Tracking down clues all over the world。	examine	item	Bloodhound
Lucky impling in a jar.	Lucky impling in a jar。	examine	item	Lucky impling jar
A clue suggested by epic niceXD!	clue suggested by epic niceXD!だ。	examine	item	Clue scroll (medium)
A clue suggested by Versierd!	clue suggested by Versierd!だ。	examine	item	Clue scroll (medium)
A clue suggested by GoingNowhere!	clue suggested by GoingNowhere!だ。	examine	item	Clue scroll (medium)
A clue suggested by 1LetterShor!	clue suggested by 1LetterShor!だ。	examine	item	Clue scroll (medium)
A clue suggested by Stormbow!	ゆみだ。	examine	item	Clue scroll (medium)
A clue suggested by Tach!	clue suggested by Tach!だ。	examine	item	Clue scroll (medium)
A clue suggested by Perm Agility!	clue suggested by Perm Agility!だ。	examine	item	Clue scroll (medium)
A clue suggested by Hess!	clue suggested by Hess!だ。	examine	item	Clue scroll (medium)
A clue suggested by Ruby weapon!	clue suggested by Ruby weapon!だ。	examine	item	Clue scroll (medium)
A clue suggested by Ripin clouds!	clue suggested by Ripin clouds!だ。	examine	item	Clue scroll (medium)
A clue suggested by KahviPoju!	clue suggested by KahviPoju!だ。	examine	item	Clue scroll (medium)
A clue suggestion by Lovsaphira9!	clue suggestion by Lovsaphira9!だ。	examine	item	Clue scroll (elite)
A clue suggestion by Captaindun!	clue suggestion by Captaindun!だ。	examine	item	Clue scroll (elite)
A clue suggestion by KahviPoju!	clue suggestion by KahviPoju!だ。	examine	item	Clue scroll (elite)
A clue suggested by Skrellix!	clue suggested by Skrellix!だ。	examine	item	Clue scroll (elite)
A clue suggested by Bosco 6!	clue suggested by Bosco 6!だ。	examine	item	Clue scroll (elite)
If only I could decipher this...	If only I could decipher this。	examine	item	Clue scroll (elite)
A clue suggested by EliteChaos!	clue suggested by EliteChaos!だ。	examine	item	Clue scroll (elite)
Instructions I need to follow.	Instructions I need to follow。	examine	item	Clue scroll (elite)
A clue suggestion by Iron Pheonix!	clue suggestion by Iron Pheonix!だ。	examine	item	Clue scroll (elite)
A clue suggestion by 1LetterShor	clue suggestion by 1LetterShorだ。	examine	item	Clue scroll (elite)
A clue suggestion by Fiism	clue suggestion by Fiismだ。	examine	item	Clue scroll (elite)
A clue suggested by Uunikana!	clue suggested by Uunikana!だ。	examine	item	Clue scroll (easy)
A clue suggested by Level 3 Clue!	clue suggested by Level 3 Clue!だ。	examine	item	Clue scroll (easy)
A clue suggested by Mitch!	clue suggested by Mitch!だ。	examine	item	Clue scroll (easy)
A clue suggested by Narwallus!	clue suggested by Narwallus!だ。	examine	item	Clue scroll (easy)
A clue suggested by dadbodfever!	clue suggested by dadbodfever!だ。	examine	item	Clue scroll (easy)
A clue suggested by Speedruns!	clue suggested by Speedruns!だ。	examine	item	Clue scroll (easy)
A clue suggested by Fiism!	clue suggested by Fiism!だ。	examine	item	Clue scroll (easy)
A clue suggested by Gangsdter Ec!	clue suggested by Gangsdter Ec!だ。	examine	item	Clue scroll (easy)
A clue suggested by Bigfoot!	ビッグふっと が ていあん した ひんと！	examine	item	Clue scroll (easy)
Hopefully leads to treasure.	たぶん たから に つながる。	examine	item	Clue scroll (master)
I hope it's bigger on the inside.	なか が もっと おおきい ことを ねがう。	examine	item	Reward casket (master)
A clue scroll, at least partially.	すくなくとも いちぶ の ひんと すくろーる。	examine	item	Torn clue scroll (part 1)
A clue suggested by Nod Storm!	ノッド ストーム が ていあん した ひんと！	examine	item	Clue scroll (hard)
A clue suggested by Kincent!	キンセント が ていあん した ひんと！	examine	item	Clue scroll (hard)
A clue suggested by A dust devil!	ダスト でびる が ていあん した ひんと！	examine	item	Clue scroll (hard)
A clue suggested by Marfn!	マルフン が ていあん した ひんと！	examine	item	Clue scroll (hard)
I need to solve this.	これを とかなくてはいけない。	examine	item	Clue scroll (hard)
A clue suggested by Solo Gi!	ソロ ぎー が ていあん した ひんと！	examine	item	Clue scroll (hard)
A clue suggested by xunhallowedx!	ぐんはろーど えっくす が ていあん した ひんと！	examine	item	Clue scroll (hard)
I need to decipher this.	これを よみとかなくてはいけない。	examine	item	Clue scroll (hard)
Get a head in life.	じんせい で あたま を さきに いかせる。	examine	item	Zombie head
You'd expect this to interfere with your 3D vision.	これは あなたの さんでぃー ぶいじょん に じゃまに なると おもうかもしれない。	examine	item	Cyclops head
A pair of Nunchaku, smells of pizza.	ぬんちゃく の ぺあ。 ぴざ の においがする。	examine	item	Nunchaku
Ancient blessed dragonhide boots.	いにしえ の しゅくふく された りゅう の かわ の ぶーつ。	examine	item	Ancient d'hide boots
Bandos blessed dragonhide boots.	バンドス が しゅくふく した りゅう の かわ の ぶーつ。	examine	item	Bandos d'hide boots
Guthix blessed dragonhide boots.	ガスティクス が しゅくふく した りゅう の かわ の ぶーつ。	examine	item	Guthix d'hide boots
Armadyl blessed dragonhide boots.	アルマディル が しゅくふく した りゅう の かわ の ぶーつ。	examine	item	Armadyl d'hide boots
Saradomin blessed dragonhide boots.	サラドミン が しゅくふく した りゅう の かわ の ぶーつ。	examine	item	Saradomin d'hide boots
Zamorak blessed dragonhide boots.	ザモラク が しゅくふく した りゅう の かわ の ぶーつ。	examine	item	Zamorak d'hide boots
You can sense strange powers emanating from it.	きみょう な ちから が でていることを かんじる。	examine	item	Strange device
Full to the brim with loot... Where's that key gone?	りくに で いっぱい。 あの かぎは どこへ いったのか？	examine	item	Heavy casket
A blue scarf adorned with a dark crystal.	あおい すかーふ。 くろい くりすたる で かざられた。	examine	item	Arceuus scarf
A green scarf adorned with an ornamental leaf.	みどり の すかーふ。 そうしょきてき な は で かざられた。	examine	item	Hosidius scarf
A yellow scarf adorned with an ornamental anvil.	きいろい すかーふ。 そうしょきてき な かなとこ で かざられた。	examine	item	Lovakengj scarf
A blue scarf adorned with a sea shell.	あおい すかーふ。 かいがら で かざられた。	examine	item	Piscarilius scarf
A red scarf adorned with a skull.	あかい すかーふ。 しゃれこうべ で かざられた。	examine	item	Shayzien scarf
A dark tuxedo jacket with a white shirt.	くろい たくしーど。 しろい ぱじゃま が なか に ある。	examine	item	Dark tuxedo jacket
Linked tuxedo cuffs with a dark trim.	くろい ふち の たくしーど そで。	examine	item	Dark tuxedo cuffs
Dark tuxedo trousers with white stockings.	くろい たくしーど ずぼん。 しろい くつした。	examine	item	Dark trousers
Dark shoes to match your dark tuxedo.	くろい たくしーど と あう くろい くつ。	examine	item	Dark tuxedo shoes
Bow ties are cool.	ぼーたい は かっこいい。	examine	item	Dark bow tie
A light tuxedo jacket with a matching shirt.	あかるい たくしーど。 あっている ぱじゃま が なか に ある。	examine	item	Light tuxedo jacket
Linked tuxedo cuffs with a gold trim.	きんいろ の ふち の たくしーど そで。	examine	item	Light tuxedo cuffs
Light tuxedo trousers with matching stockings.	あかるい たくしーど ずぼん。 あっている くつした。	examine	item	Light trousers
Light shoes to match your light tuxedo.	あかるい たくしーど と あう あかるい くつ。	examine	item	Light tuxedo shoes
A helm worn by blacksmiths.	かじや が かぶっていた かぶと。	examine	item	Blacksmith's helm
A helm made from a bucket.	ばけつ から つくられた かぶと。	examine	item	Bucket helm
Lightweight gloves ideal for rangers.	かるい てぶくろ。 こうしゅてき だ。	examine	item	Ranger gloves
Holy handwear!	しゅくせい された ゆび の うごき！	examine	item	Holy wraps
A vicious, curved and stylish sword.	あくらつ な、まがった、しゃれた けん。	examine	item	Dragon scimitar (or)
Use on the dragon scimitar to trim it with gold.	ドラゴン の しゃもじ に つかう。 きん で かざる。	examine	item	Dragon scimitar ornament kit
A ring shaped like the nature rune symbol.	しぜん の るーん の かたち を した ゆびわ。	examine	item	Ring of nature
Call me princess.	わたし を ひめさま と よんで。	examine	item	Fancy tiara
A beautifully crafted axe, shaped by ancient smiths.	ふるい かじや に つくられた うつくしい おの。	examine	item	3rd age axe
A beautifully crafted pickaxe, shaped by ancient smiths.	ふるい かじや に つくられた うつくしい つるはし。	examine	item	3rd age pickaxe
Evil.	あく。	examine	item	Lesser demon mask
Lost in time.	とき の なか で なくされた。	examine	item	Old demon mask
A mask resembling a visage of a Greater Jungle demon.	おおきな じゃんぐる あくま に ていた めん。	examine	item	Jungle demon mask
A conical hat.	せんたい けい の ぼうし。	examine	item	Samurai kasa
A type of shirt worn by the Samurai.	ぶし が きていた しゃつ の いちしゅ。	examine	item	Samurai shirt
Armoured gloves of the Samurai.	ぶし の こうてき な てぶくろ。	examine	item	Samurai gloves
Armoured greaves of the Samurai.	ぶし の こうてき な すねあて。	examine	item	Samurai greaves
Armoured socks of the Samurai.	ぶし の こうてき な くつした。	examine	item	Samurai boots
The two halfs would surely make a full moon?	ふたつ の はんぶん は ぜんぶ の つき を つくるか？	examine	item	Half moon spectacles
Ale of the gods.	かみがみ の ある。	examine	item	Ale of the gods
A helm made from a golden bucket.	きんいろ の ばけつ から つくられた かぶと。	examine	item	Bucket helm (g)
Use on an amulet of torture to make it look fancier!	きょうぎゃく の おまもり に つかう。 さらに しゃれ に する！	examine	item	Torture ornament kit
Use on an occult necklace to make it look fancier!	よこくせい される ねっくれす に つかう。 さらに しゃれ に する！	examine	item	Occult ornament kit
Use on an Armadyl godsword to make it look fancier!	アルマディル かみ の けん に つかう。 さらに しゃれ に する！	examine	item	Armadyl godsword ornament kit
Use on a Bandos godsword to make it look fancier!	バンドス かみ の けん に つかう。 さらに しゃれ に する！	examine	item	Bandos godsword ornament kit
Use on a Saradomin godsword to make it look fancier!	サラドミン かみ の けん に つかう。 さらに しゃれ に する！	examine	item	Saradomin godsword ornament kit
Use on a Zamorak godsword to make it look fancier!	ザモラク かみ の けん に つかう。 さらに しゃれ に する！	examine	item	Zamorak godsword ornament kit
A mummy's head.	みいら の あたま。	examine	item	Mummy's head
A mummy's body.	みいら の からだ。	examine	item	Mummy's body
A mummy's hands.	みいら の て。	examine	item	Mummy's hands
A mummy's legs.	みいら の あし。	examine	item	Mummy's legs
A mummy's feet.	みいら の あし。	examine	item	Mummy's feet
This mask will make your flesh transparent.	この めん は あなた の にく を とうめい に する。	examine	item	Ankou mask
This top will make your flesh transparent.	この うえぎ は あなた の にく を とうめい に する。	examine	item	Ankou top
These gloves will make your flesh transparent.	この てぶくろ は あなた の にく を とうめい に する。	examine	item	Ankou gloves
These leggings will make your flesh transparent.	この れっぐす は あなた の にく を とうめい に する。	examine	item	Ankou's leggings
These socks will make your flesh transparent.	この くつした は あなた の にく を とうめい に する。	examine	item	Ankou socks
The bowl wig.	ぼうる の かつら。	examine	item	Bowl wig
A rare hood from Arceuus.	アルセウス から の めずらしい ずきん。	examine	item	Arceuus hood
A rare hood from Hosidius.	ホシディウス から の めずらしい ずきん。	examine	item	Hosidius hood
A rare hood from Lovakengj.	ロヴァケンジ から の めずらしい ずきん。	examine	item	Lovakengj hood
A rare hood from Port Piscarilius.	ポルト ピスカリリウス から の めずらしい ずきん。	examine	item	Piscarilius hood
A rare hood from Shayzien.	シェイジエン から の めずらしい ずきん。	examine	item	Shayzien hood
A dark power is woven into this hood.	くろい ちから が この ずきん に おりこまれている。	examine	item	Hood of darkness
A dark power is woven into this robe top.	くろい ちから が この うえぎ に おりこまれている。	examine	item	Robe top of darkness
A dark power is woven into these gloves.	くろい ちから が この てぶくろ に おりこまれている。	examine	item	Gloves of darkness
A dark power is woven into this robe bottom.	くろい ちから が この したぎ に おりこまれている。	examine	item	Robe bottom of darkness
A dark power is woven into these boots.	くろい ちから が この ぶーつ に おりこまれている。	examine	item	Boots of darkness
Use on the dragon defender to trim it with gold.	ドラゴン ぼうぎょしゃ に つかう。 きん で かざる。	examine	item	Dragon defender ornament kit
A medium sized helmet with gold plate.	きんいろ の いたが つけられた ちゅうくらい の かぶと。	examine	item	Gilded med helm
A series of connected metal rings plated in gold.	きんいろ で めっき された つながった きんぞく わ。	examine	item	Gilded chainbody
A medium square shield in gold plate.	きんいろ で めっき された ちゅうくらい の しかく たて。	examine	item	Gilded sq shield
A two handed sword with gold plate.	きんいろ で めっき された にほん て の つるぎ。	examine	item	Gilded 2h sword
A rune tipped spear with gold plate.	きんいろ で めっき された るーん の さき の やり。	examine	item	Gilded spear
A rune-tipped, one-handed hasta, with gold plate.	きんいろ で めっき された るーん の さき の あすた。	examine	item	Gilded hasta
Can you dig it?	ほる ことが できるか？	examine	item	Large spade
An epic wooden shield with a golden trim.	きんいろ の ふち の えぽっく な もくせい たて。	examine	item	Wooden shield (g)
Steel platebody with a gold trim.	きんいろ の ふち の てつ どう。	examine	item	Steel platebody (g)
Steel platelegs with a gold trim.	きんいろ の ふち の てつ ずぼん。	examine	item	Steel platelegs (g)
Steel plateskirt with gold trim.	きんいろ の ふち の てつ すかーと。	examine	item	Steel plateskirt (g)
A steel full helmet with gold trim.	きんいろ の ふち の てつ の ぜんめん かぶと。	examine	item	Steel full helm (g)
Steel kiteshield with gold trim.	きんいろ の ふち の てつ たこ たて。	examine	item	Steel kiteshield (g)
Steel platebody with a trim.	ふち の ある てつ どう。	examine	item	Steel platebody (t)
Steel platelegs with a trim.	ふち の ある てつ ずぼん。	examine	item	Steel platelegs (t)
Steel plateskirt with trim.	ふち の ある てつ すかーと。	examine	item	Steel plateskirt (t)
A steel full helmet with trim.	ふち の ある てつ の ぜんめん かぶと。	examine	item	Steel full helm (t)
Steel kiteshield with trim.	ふち の ある てつ たこ たて。	examine	item	Steel kiteshield (t)
I feel the gods don't enjoy my materialistic obsessions.	かみがみ は わたし の ぶっしつてき な しゃしん を たのしまない と かんじる。	examine	item	Monk's robe top (g)
Keeps a monk's knees nice, warm and stylish.	しゅくし の ひざ を あたたかく、しゃれ に たもつ。	examine	item	Monk's robe (g)
What a perfectly reasonable hat.	なんと かんぜんに まともな ぼうし だ。	examine	item	Golden chef's hat
An astonishingly gold apron.	どうしようもなく きんいろ の えぷろん。	examine	item	Golden apron
Ooohhh look at the dirty colours...	おおおお... よごれた いろ を みて...	examine	item	Team cape zero
The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men.	ただしい ひと の みち は, すべての がわ から あくどい ひとびと の ぎゃくたい に かこまれている。	examine	item	Holy blessing
The Dark Lord will rise again with his servant's aid, greater and more terrible than ever he was.	くろい しゅじゅつしゃ は またがった。 もっと ちからづよく, もっと おそろしく。	examine	item	Unholy blessing
Life and death, old and new, day and night. Balance is the key to all.	せいめい と し, ふるい もの と あたらしい もの, ひる と よる。 つりあい は すべての かぎ。	examine	item	Peaceful blessing
Law is not law if it violates the principles of eternal justice.	えいえん の せいぎ の げんそく に はんたい したら, ほうりつ は ほうりつ では ない。	examine	item	Honourable blessing
The blood of the soldier makes the glory of the general.	へいし の ち は しょうぐん の えいこう を つくる。	examine	item	War blessing
The misery that is now upon us is but the passing of greed, the bitterness of those who fear the way of progress.	いま の くるしみ は たんりょく の すぎさり, しんぽ の みち を おそれる ひとびと の にがみ。	examine	item	Ancient blessing
A scroll for charging dragonstone jewellery.	ドラゴンすとーん ほうせき を じゅうでん する すくろーる。	examine	item	Charge dragonstone jewellery scroll
Don't shoot the messenger!	つたえてくれた ひと を うたない で！	examine	item	Crier coat
For whom?	たれ の ため に？	examine	item	Crier bell
Try as they will, and try as they might, who steals me gold won't live through the night.	なにを やっても, わたし の きん を ぬすむ ひと は よる を こされない。	examine	item	Black leprechaun hat
The instructions are complete nonsense!	せつめい は ぜんぶ ちんぷんかんぷん だ！	examine	item	Clueless scroll
An ancient banner bearing the mark of the Arceuus Elders.	アルセウス の ちょうろうじん の しるし を つけた ふるい はた。	examine	item	Arceuus banner
A banner made of redwood bearing the Hosidius sigil.	ホシディウス の しるし を つけた せきもく で つくられた はた。	examine	item	Hosidius banner
A lovakite banner bearing the Lovakengj sigil.	ロヴァケンジ の しるし を つけた ろヴァかいと はた。	examine	item	Lovakengj banner
A stained glass banner displaying the Piscarilius sigil.	ピスカリリウス の しるし を あらわした ステンドぐらす はた。	examine	item	Piscarilius banner
A war torn banner bearing the Shayzien sigil.	シェイジエン の しるし を つけた せんそう で ぼろぼろ の はた。	examine	item	Shayzien banner
Pointy shadows.	するどい かげ。	examine	item	Black unicorn mask
Pointy rainbows.	するどい にじ。	examine	item	White unicorn mask
An adamant shield shaped like a cabbage.	キャベツ の かたち の あだまんと たて。	examine	item	Cabbage round shield
Fill it with firelighters to make pretty fire.	ひ を きれい に するため に ふぁいあらいたー を つめる。	examine	item	Gnomish firelighter
I need to brighten its day.	それ の ひ を あかるく する ひつよう が ある。	examine	item	Light box
This geode seems to have some old paper inside.	この じおーど の なか に ふるい かみ が あるみたい だ。	examine	item	Clue geode (easy)
An ornamented, beautiful, heavy sword.	そうしょく された, うつくしい, おもい つるぎ。	examine	item	Armadyl godsword (or)
An ornamented, brutally heavy sword.	そうしょく された, むごたらしく おもい つるぎ。	examine	item	Bandos godsword (or)
An ornamented, gracious, heavy sword.	そうしょく された, ぐれいしゃす な, おもい つるぎ。	examine	item	Saradomin godsword (or)
An ornamented, terrifying, heavy sword.	そうしょく された, ぞくぞく させるような, おもい つるぎ。	examine	item	Zamorak godsword (or)
4 doses of Prayer restore  potion.		examine	item	Prayer potion(4)
A large makeshift spear.	おおきな あるもの あてがいぶち の やり。	examine	item	Spear
Breaking this will unleash an ancient knowledge.	これ を こわす と ふるい ちしき が はなたれる。	examine	item	Ancient magicks tablet
Perfect for crossing the road in an evil manner.	あく な やりかた で どうろ を こえるのに かんぺき だ。	examine	item	Evil chicken feet
I look evil and fowl in this.	わたし は これ で あく で なまぐさい みため だ。	examine	item	Evil chicken wings
Evil legs for an evil human wanting to dress like an evil chicken.	あく な にわとり みたい に したい あく な ひと の ため の あく な あし。	examine	item	Evil chicken legs
A broken cape of fire.	こわれた ひ の マント。	examine	item	Fire cape (broken)
This cape is broken.	この マント は こわれている。	examine	item	Fire max cape (broken)
A broken defensive weapon.	こわれた ぼうぎょ ぶき。	examine	item	Bronze defender (broken)
Broken torso armour from the order of the Void Knights.	ヴォイド ないし の こわれた どう。	examine	item	Void knight top (broken)
Broken superior torso armour from the order of the Void Knights.	ヴォイド ないし の すぐれた こわれた どう。	examine	item	Elite void top (broken)
Broken leg armour from the order of the Void Knights.	ヴォイド ないし の こわれた あし の よろい。	examine	item	Void knight robe (broken)
Broken superior leg armour from the order of the Void Knights.	ヴォイド ないし の すぐれた こわれた あし の よろい。	examine	item	Elite void robe (broken)
A broken mace used by the order of the Void Knights.	ヴォイド ないし の つかった こわれた めいす。	examine	item	Void knight mace (broken)
Broken gloves as used by the order of the Void Knights.	ヴォイド ないし の つかった こわれた てぶくろ。	examine	item	Void knight gloves (broken)
A broken mage helm from the order of the Void Knights.	ヴォイド ないし の こわれた まほうし かぶと。	examine	item	Void mage helm (broken)
A broken ranger helm from the order of the Void Knights.	ヴォイド ないし の こわれた てきしゃ かぶと。	examine	item	Void ranger helm (broken)
A broken melee helm from the order of the Void Knights.	ヴォイド ないし の こわれた ぐんせん かぶと。	examine	item	Void melee helm (broken)
A very decorative sword, but it's broken.	とても そうしょくてき な つるぎ だが, こわれている。	examine	item	Decorative sword (broken)
Very decorative armour, but it's broken.	とても そうしょくてき な よろい だが, こわれている。	examine	item	Decorative armour (broken)
A very decorative helm, but it's broken.	とても そうしょくてき な かぶと だが, こわれている。	examine	item	Decorative helm (broken)
A very decorative shield, but it's broken.	とても そうしょくてき な たて だが, こわれている。	examine	item	Decorative shield (broken)
A broken Penance Fighter hat.	こわれた ペナンス ふぁいたー ぼうし。	examine	item	Fighter hat (broken)
A broken Penance Ranger hat.	こわれた ペナンス てきしゃ ぼうし。	examine	item	Ranger hat (broken)
A broken Penance Healer hat.	こわれた ペナンス ひーらー ぼうし。	examine	item	Healer hat (broken)
A broken Penance Fighter torso.	こわれた ペナンス ふぁいたー どう。	examine	item	Fighter torso (broken)
A broken skirt made from the skin of a Penance Ranger.	ペナンス てきしゃ の かわ から つくられた こわれた すかーと。	examine	item	Penance skirt (broken)
The robes worn by the dangerous elder druids.	あぶない ちょうろう ドルイド が きていた ろーぶ。	examine	item	Elder chaos top
A pack containing 50 of each high-level catalytic rune.	こうレベル の ふれきょう ぱわー るーん 50 こ かくしを ふくむ パック。	examine	item	Catalytic rune pack
A pack containing 100 of each elemental rune.	げんそてき るーん 100 こ かくしを ふくむ パック。	examine	item	Elemental rune pack
A pack containing 50 adamant arrows.	アダマント ぎ 50 ほん を ふくむ パック。	examine	item	Adamant arrow pack
A key stained in the blood of a fallen foe.	たおれた てき の ち で しみた かぎ。	examine	item	Bloody key
This can be used to claim items from vending shrines.	これ は ばいばつ の ほこら から あいてむ を もらう ため に つかえる。	examine	item	Survival token
STASH units (easy)	かくしばしょ（しょきゅう）	examine	item	Stash units (easy)
STASH units (medium)	かくしばしょ（ちゅうきゅう）	examine	item	Stash units (medium)
STASH units (hard)	かくしばしょ（じょうきゅう）	examine	item	Stash units (hard)
STASH units (elite)	かくしばしょ（ちょうきゅう）	examine	item	Stash units (elite)
STASH units (master)	かくしばしょ（たつじん）	examine	item	Stash units (master)
A broken halo with the protection of Saradomin.	サラドミン の ご ほご を つけた こわれた こうわく。	examine	item	Saradomin halo (broken)
A broken halo with the protection of Zamorak.	ザモラク の ご ほご を つけた こわれた こうわく。	examine	item	Zamorak halo (broken)
A broken halo with the protection of Guthix.	ガスティクス の ご ほご を つけた こわれた こうわく。	examine	item	Guthix halo (broken)
Cross your fingers and your toes.	ゆびと つまさき を こうして。	examine	item	Reward casket (elite)
Baguette ready for pain.	いたみ に そなえた ば ぎゅえっと。	examine	item	Stale baguette
Fills your bank.	あなた の ぎんこう を いっぱいに する。	examine	item	Bank filler
The hood worn by the dangerous elder druids.	あぶない ちょうろう ドルイド が かぶっていた ずきん。	examine	item	Elder chaos hood
Wooden table	もくせいのテーブル	examine	item	Wooden table
Waxwood bed	ワックスウッドのベッド	examine	item	Waxwood bed
Carpet	カーペット	examine	item	Carpet
Wooden stool	もくせいのスツール	examine	item	Wooden stool
A pack containing 50 rune arrows.	るーん ぎ 50 ほん を ふくむ パック。	examine	item	Rune arrow pack
A key stained in the blood of a worthy opponent.	あたい する あいて の ち で しみた かぎ。	examine	item	Bloodier key
A scroll containing a fairy enchantment.	フェアリー の まほう を ふくむ すくろーる。	examine	item	Fairy enchantment
An artefact imbued with ancient magical powers.	ふるい まほう の ちから を しこんだ いぶつ。	examine	item	Ancient signet
An artefact imbued with lunar powers.	つき の ちから を しこんだ いぶつ。	examine	item	Lunar signet
An artefact imbued with the power of the Dark Altar.	くろい さいだん の ちから を しこんだ いぶつ。	examine	item	Arceuus signet
Ancient altar	こだいのさいだん	examine	item	Ancient altar
Lunar altar	ルーナのさいだん	examine	item	Lunar altar
Dark altar	あんこくのさいだん	examine	item	Dark altar
Occult altar	オカルトのさいだん	examine	item	Occult altar
Mahogany adventure log	マホガニーのぼうけんかログ	examine	item	Mahogany adventure log
Gilded adventure log	おうごんのぼうけんかログ	examine	item	Gilded adventure log
Marble adventure log	だいりせきのぼうけんかログ	examine	item	Marble adventure log
Basic jewellery box	きほんてきなほうせきばこ	examine	item	Basic jewellery box
Fancy jewellery box	おしゃれなほうせきばこ	examine	item	Fancy jewellery box
Ornate jewellery box	かれいなほうせきばこ	examine	item	Ornate jewellery box
Boss lair display	ボスせいそくちのてんじ	examine	item	Boss lair display
Mounted emblem	そうちゃくされたエンブレム	examine	item	Mounted emblem
Mounted coins	そうちゃくされたコイン	examine	item	Mounted coins
Cape hanger	マントかけば	examine	item	Cape hanger
Quest list	クエストいちらん	examine	item	Quest list
Tip jar	チップのびん	examine	item	Tip jar
Spirit tree	せいれいじゅ	examine	item	Spirit tree
Fairy ring	ようせいのわ	examine	item	Fairy ring
Spirit tree & fairy ring	せいれいじゅとようせいのわ	examine	item	Spirit tree & fairy ring
Topiary bush	トピアリーのていぼく	examine	item	Topiary bush
Restoration pool	かいふくののみば	examine	item	Restoration pool
Revitalisation pool	かっせいかののみば	examine	item	Revitalisation pool
Rejuvenation pool	さいせいののみば	examine	item	Rejuvenation pool
Fancy rejuvenation pool	おしゃれなさいせいののみば	examine	item	Fancy rejuvenation pool
Ornate rejuvenation pool	かれいなさいせいののみば	examine	item	Ornate rejuvenation pool
Zen theme	ぜんのテーマ	examine	item	Zen theme
Otherworldly theme	ちょうしぜんてきなテーマ	examine	item	Otherworldly theme
Volcanic theme	かざんのテーマ	examine	item	Volcanic theme
Redwood fence	セコイアのフェンス	examine	item	Redwood fence
Obsidian fence	こくようせきのフェンス	examine	item	Obsidian fence
Teak garden bench	チークのガーデンベンチ	examine	item	Teak garden bench
Gnome bench	ノームのベンチ	examine	item	Gnome bench
Marble decorative bench	だいりせきのそうしょくベンチ	examine	item	Marble decorative bench
Obsidian decorative bench	こくようせきのそうしょくベンチ	examine	item	Obsidian decorative bench
A giant squirrel with beautiful markings.	うつくしい もよう の おおきな りす。	examine	item	Giant squirrel
Don't be hasty.	あたふた しないで。	examine	item	Tangleroot
Raccoons, like pandas but worse.	あらいぐま。 パンダ のよう だが, もっと わるい。	examine	item	Rocky
An abyssal rift guardian.	しょくえん の さけめ ぼうえいしゃ。	examine	item	Rift guardian
The essence of fire.	ひ の ほんしつ。	examine	item	Phoenix
A bruma root, chopped from the bruma tree.	ブルマ のき から きられた ブルマ こん。	examine	item	Bruma root
This should light a brazier nicely.	これ は ひばち を きれい に てらす べき だ。	examine	item	Bruma kindling
A herb from a bruma root.	ブルマ こん から の やくそう。	examine	item	Bruma herb
A rejuvenation potion.	さいげん の くすり。	examine	item	Rejuvenation potion (4)
Contains supplies from the grateful citizens of Kourend.	コーレンド の かんしゃして いる しみん から の してき を ふくむ。	examine	item	Supply crate
The garb of the Pyromancers.	かじょうたか の いしょう。	examine	item	Pyromancer garb
The robes of the Pyromancers.	かじょうたか の ろーぶ。	examine	item	Pyromancer robe
The hood of the Pyromancers.	かじょうたか の ずきん。	examine	item	Pyromancer hood
The boots of the Pyromancers.	かじょうたか の ぶーつ。	examine	item	Pyromancer boots
Possibly fireproof. Possibly.	ひ に つよい かもしれない。 かもしれない。	examine	item	Warm gloves
An ancient tome containing the secrets of fire magic.	ひ まほう の ひみつ を ふくむ ふるい ほん。	examine	item	Tome of fire
It's still warm to the touch.	さわると まだ あたたかい。	examine	item	Burnt page
A torch made from the wood of the magical Bruma tree.	ほうじゅがり ブルマ のき の き から つくられた たいまつ。	examine	item	Bruma torch
This heart holds a magical power within.	この こころ は なか に まほう の ちから を もっている。	examine	item	Imbued heart
